"# CUDA_PROFILE_LOG_VERSION 1.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# CUDA_PROFILE_CSV 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# CUDA_DEVICE_NAME 0 GeForce GTX 260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"timestamp","method","gputime","cputime","occupancy","gridSizeX","gridSizeY","blockSizeX","blockSizeY","blockSizeZ","dynSmemPerBlock","staSmemPerBlock","registerPerThread","streamID","memTransferSize","memTransferDir","gld_coherent","gst_coherent","local_load","local_store","branch","divergent_branch","instructions","warp_serialize","cta_launched","gld_32b","gld_64b","gld_128b","gst_32b","gst_64b","gst_128b"
9291,"memcopy",72.26,161,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
9484,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",15.74,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3028,0,8,124,0,0,0,366,0
9568,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4755.1,4770,1,240,16,8,8,8,0,96,13,0,,,700075,353124,0,0,50436,1972,492458,0,480,691648,5614,2813,176562,0,0
14378,"memcopy",143.62,155,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
14545,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.51,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5013,0,8,124,0,0,0,366,0
14621,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4755.52,4769,1,240,16,8,8,8,0,96,13,0,,,698356,354032,0,0,50930,1939,495113,0,480,689782,5725,2849,177016,0,0
19425,"memcopy",143.07,158,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
19594,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.54,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,310,22,4617,0,8,124,0,0,0,366,0
19668,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4732.26,4746,1,240,16,8,8,8,0,96,13,0,,,700539,354880,0,0,52469,1941,501657,0,480,692102,5612,2825,177440,0,0
24450,"memcopy",143.07,155,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
24616,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.45,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3394,0,8,124,0,0,0,366,0
24688,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4709.06,4722,1,240,16,8,8,8,0,96,13,0,,,711405,355752,0,0,50439,1934,492604,0,480,703396,5354,2655,177876,0,0
29446,"memcopy",143.01,158,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
29616,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.48,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
29689,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4753.22,4766,1,240,16,8,8,8,0,96,13,0,,,726027,356636,0,0,50939,1941,495574,0,480,718268,5166,2593,178318,0,0
34492,"memcopy",143.3,157,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
34659,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.42,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,310,22,4617,0,8,124,0,0,0,366,0
34731,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4704.77,4718,1,240,16,8,8,8,0,96,13,0,,,729399,357936,0,0,52479,1942,502180,0,480,721872,5014,2513,178968,0,0
39487,"memcopy",143.3,156,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
39654,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.54,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3384,0,8,124,0,0,0,366,0
39727,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4739.58,4754,1,240,16,8,8,8,0,96,13,0,,,738063,359052,0,0,50440,1897,492668,0,480,730812,4826,2425,179526,0,0
44530,"memcopy",143.1,154,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
44698,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.61,31,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5014,0,8,124,0,0,0,366,0
44775,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4752.26,4766,1,240,16,8,8,8,0,96,13,0,,,751732,360364,0,0,51102,1942,501044,0,480,744856,4587,2289,180182,0,0
49577,"memcopy",142.78,152,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
49740,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.42,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,310,22,4617,0,8,124,0,0,0,366,0
49812,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4740.38,4753,1,240,16,8,8,8,0,96,13,0,,,771203,361708,0,0,52639,1942,507487,0,480,764680,4324,2199,180854,0,0
54605,"memcopy",142.69,156,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
54770,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.45,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3387,0,8,124,0,0,0,366,0
54843,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4721.54,4734,1,240,16,8,8,8,0,96,13,0,,,767764,362588,0,0,50601,1937,498025,0,480,761138,4420,2206,181294,0,0
59617,"memcopy",142.75,172,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
59801,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.54,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
59878,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4706.62,4720,1,240,16,8,8,8,0,96,13,0,,,784935,364124,0,0,51110,1942,501452,0,480,778952,3998,1985,182062,0,0
64635,"memcopy",143.07,153,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
64800,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.51,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,310,22,4617,0,8,124,0,0,0,366,0
64873,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4726.98,4740,1,240,16,8,8,8,0,96,13,0,,,788859,365312,0,0,52650,1905,508050,0,480,782990,3932,1937,182656,0,0
69649,"memcopy",143.36,152,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
69812,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.45,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3376,0,8,124,0,0,0,366,0
69884,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4718.53,4732,1,240,16,8,8,8,0,96,13,0,,,794930,366672,0,0,50603,1900,498136,0,480,789022,3922,1986,183336,0,0
74652,"memcopy",143.04,150,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
74813,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.38,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5012,0,8,124,0,0,0,366,0
74886,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4716.83,4730,1,240,16,8,8,8,0,96,13,0,,,804539,368516,0,0,51116,1903,501760,0,480,798788,3818,1933,184258,0,0
79654,"memcopy",142.75,151,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
79815,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.48,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,310,22,4617,0,8,124,0,0,0,366,0
79888,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4720.26,4733,1,240,16,8,8,8,0,96,13,0,,,808949,369912,0,0,52654,1904,508249,0,480,803174,3852,1923,184956,0,0
84657,"memcopy",142.75,150,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
84817,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.54,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3390,0,8,124,0,0,0,366,0
84890,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4705.92,4719,1,240,16,8,8,8,0,96,13,0,,,808504,371300,0,0,50767,1901,503652,0,480,802538,3974,1992,185650,0,0
89645,"memcopy",142.75,148,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
89804,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.58,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5014,0,8,124,0,0,0,366,0
89876,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4787.39,4801,1,240,16,8,8,8,0,96,13,0,,,806561,372932,0,0,51280,1903,507286,0,480,800202,4242,2117,186466,0,0
94714,"memcopy",143.01,152,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
94878,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.51,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,310,22,4617,0,8,124,0,0,0,366,0
94950,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4775.49,4788,1,240,16,8,8,8,0,96,13,0,,,803475,374584,0,0,52820,1904,513897,0,480,796838,4438,2199,187292,0,0
99774,"memcopy",143.3,153,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
99939,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.42,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3377,0,8,124,0,0,0,366,0
100011,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4750.53,4763,1,240,16,8,8,8,0,96,13,0,,,793689,376008,0,0,50771,1904,503864,0,480,786250,4974,2465,188004,0,0
104809,"memcopy",143.01,148,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
104968,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.48,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5012,0,8,124,0,0,0,366,0
105041,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4768.06,4781,1,240,16,8,8,8,0,96,13,0,,,792748,377932,0,0,51284,1863,507486,0,480,785148,5026,2574,188966,0,0
109858,"memcopy",143.01,153,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
110023,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.38,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,310,22,4617,0,8,124,0,0,0,366,0
110094,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4723.68,4736,1,240,16,8,8,8,0,96,13,0,,,783664,379628,0,0,52986,1908,519504,0,480,775596,5368,2700,189814,0,0
114868,"memcopy",142.91,150,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
115029,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.38,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3382,0,8,124,0,0,0,366,0
115101,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4771.33,4785,1,240,16,8,8,8,0,96,13,0,,,777655,381344,0,0,50935,1904,509378,0,480,769044,5747,2864,190672,0,0
119923,"memcopy",142.91,151,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
120084,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.54,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
120156,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4753.54,4766,1,240,16,8,8,8,0,96,13,0,,,776423,383312,0,0,51448,1904,513010,0,480,767560,5926,2937,191656,0,0
124959,"memcopy",143.14,148,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
125118,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.48,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,310,22,4616,0,8,124,0,0,0,366,0
125190,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4751.23,4765,1,240,16,8,8,8,0,96,13,0,,,773388,385068,0,0,52992,1872,519812,0,480,764186,6140,3062,192534,0,0
129992,"memcopy",142.78,150,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
130152,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.67,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3376,0,8,124,0,0,0,366,0
130225,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4732.03,4745,1,240,16,8,8,8,0,96,13,0,,,772198,387064,0,0,50941,1865,509701,0,480,763044,6102,3052,193532,0,0
135007,"memcopy",142.94,152,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
135169,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.38,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
135242,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4677.41,4691,1,240,16,8,8,8,0,96,13,0,,,766986,388836,0,0,51613,1905,518585,0,480,757574,6298,3114,194418,0,0
139969,"memcopy",143.1,148,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
140127,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.48,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,310,22,4617,0,8,124,0,0,0,366,0
140199,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4700.93,4713,1,240,16,8,8,8,0,96,13,0,,,761439,391108,0,0,53162,1914,525635,0,480,751206,6822,3411,195554,0,0
144948,"memcopy",142.82,149,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
145107,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.45,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3379,0,8,124,0,0,0,366,0
145179,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4685.02,4698,1,240,16,8,8,8,0,96,13,0,,,761154,393164,0,0,51105,1865,515206,0,480,750996,6760,3398,196582,0,0
149914,"memcopy",142.94,150,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
150075,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.35,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
150147,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4714.43,4727,1,240,16,8,8,8,0,96,13,0,,,757402,395456,0,0,51617,1864,518789,0,480,746860,7048,3494,197728,0,0
154911,"memcopy",143.26,148,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
155071,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.48,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,310,22,4629,0,8,124,0,0,0,366,0
155143,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4619.58,4632,1,240,16,8,8,8,0,96,13,0,,,758719,397776,0,0,53332,1916,531477,0,480,747648,7382,3689,198888,0,0
159812,"memcopy",143.01,148,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
159970,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.51,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3376,0,8,124,0,0,0,366,0
160043,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4576.83,4590,1,240,16,8,8,8,0,96,13,0,,,747409,399796,0,0,51268,1865,520697,0,480,735784,7837,3788,199898,0,0
164669,"memcopy",143.04,151,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
164831,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.58,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5023,0,8,124,0,0,0,366,0
164903,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4601.28,4615,1,240,16,8,8,8,0,96,13,0,,,747919,402228,0,0,51782,1864,524366,0,480,736016,7931,3972,201114,0,0
169554,"memcopy",143.04,148,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
169712,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.58,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,310,22,4619,0,8,124,0,0,0,366,0
169785,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4582.66,4595,1,240,16,8,8,8,0,96,13,0,,,745639,404560,0,0,53346,1880,532184,0,480,733340,8184,4115,202280,0,0
174418,"memcopy",142.62,150,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
174578,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.45,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3378,0,8,124,0,0,0,366,0
174651,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4516.64,4529,1,240,16,8,8,8,0,96,13,0,,,739168,406948,0,0,51432,1903,526203,0,480,726520,8450,4198,203474,0,0
179217,"memcopy",142.56,146,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
179374,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.48,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5017,0,8,124,0,0,0,366,0
179446,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4459.68,4473,1,240,16,8,8,8,0,96,13,0,,,737428,409560,0,0,51945,1864,529837,0,480,724340,8739,4349,204780,0,0
183955,"memcopy",142.98,150,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
184117,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.61,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,310,22,4616,0,8,124,0,0,0,366,0
184190,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4461.76,4475,1,240,16,8,8,8,0,96,13,0,,,731767,411972,0,0,53522,1884,538334,0,480,718386,8972,4409,205986,0,0
188700,"memcopy",142.98,149,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
188861,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.54,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3389,0,8,124,0,0,0,366,0
188933,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4429.25,4443,1,240,16,8,8,8,0,96,13,0,,,724715,414612,0,0,51436,1864,526422,0,480,710936,9173,4606,207306,0,0
193412,"memcopy",142.66,148,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
193570,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.48,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
193643,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4440.54,4454,1,240,16,8,8,8,0,96,13,0,,,718113,417280,0,0,52110,1866,535430,0,480,703886,9460,4767,208640,0,0
198132,"memcopy",142.88,147,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
198290,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.48,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,310,22,4617,0,8,124,0,0,0,366,0
198362,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4431.14,4445,1,240,16,8,8,8,0,96,13,0,,,713722,419948,0,0,53692,1876,544142,0,480,698966,9814,4942,209974,0,0
202843,"memcopy",142.85,146,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
203000,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.45,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3374,0,8,124,0,0,0,366,0
203072,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4388.7,4402,1,240,16,8,8,8,0,96,13,0,,,709814,423092,0,0,51604,1832,532140,0,480,695074,9796,4944,211546,0,0
207511,"memcopy",143.04,150,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
207672,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.61,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
207744,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4393.82,4407,1,240,16,8,8,8,0,96,13,0,,,704361,425316,0,0,52276,1867,541065,0,480,689312,10003,5046,212658,0,0
212189,"memcopy",143.36,150,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
212350,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.58,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,310,22,4618,0,8,124,0,0,0,366,0
212423,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4307.68,4320,1,240,16,8,8,8,0,96,13,0,,,697763,429228,0,0,53866,1834,550193,0,480,682270,10299,5194,214614,0,0
216780,"memcopy",143.1,146,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
216938,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.45,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3387,0,8,124,0,0,0,366,0
217009,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4318.27,4331,1,240,16,8,8,8,0,96,13,0,,,687134,429780,0,0,51771,1832,537817,0,480,671462,10422,5250,214890,0,0
221377,"memcopy",143.07,151,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
221538,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.45,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
221612,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4300.32,4314,1,240,16,8,8,8,0,96,13,0,,,675668,430340,0,0,52287,1834,541615,0,480,660118,10362,5188,215170,0,0
225962,"memcopy",143.3,152,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
226126,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.58,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,310,22,4618,0,8,124,0,0,0,366,0
226198,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4189.79,4202,1,240,16,8,8,8,0,96,13,0,,,666835,430956,0,0,53872,1818,550487,0,480,651558,10190,5087,215478,0,0
230436,"memcopy",143.33,150,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
230597,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.45,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3378,0,8,124,0,0,0,366,0
230669,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4209.98,4223,1,240,16,8,8,8,0,96,13,0,,,656499,431492,0,0,51781,1837,538324,0,480,640842,10468,5189,215746,0,0
234928,"memcopy",143.3,149,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
235088,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.58,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
235161,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4119.74,4134,1,240,16,8,8,8,0,96,13,0,,,648709,432080,0,0,52299,1839,542217,0,480,632730,10652,5327,216040,0,0
239330,"memcopy",143.01,146,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
239487,"_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff",16.51,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,310,22,4628,0,8,124,0,0,0,366,0
239560,"_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf",4156.99,4170,1,240,16,8,8,8,0,96,13,0,,,638160,432680,0,0,53872,1806,550522,0,480,621938,10830,5392,216340,0,0
243766,"memcopy",143.04,149,,,,,,,,,,,179200,0,,,,,,,,,,,,,,,
